cycle,t,dt,lowstate_age,joint_id,q,dq,tau_est,q_cmd,dq_cmd,kp_cmd,kd_cmd,tau_cmd,flags,debug_0,debug_1,debug_2,debug_3,debug_4,debug_5,debug_6,debug_7,debug_8,debug_9,debug_10,debug_11,debug_12,debug_13,debug_14,debug_15,debug_16,debug_17,debug_18,debug_19,debug_20,debug_21,debug_22,debug_23,debug_24,debug_25,debug_26,debug_27,debug_28,debug_29,debug_30,debug_31
15188,14294,0.00200887,0.00174542,2,1.30968,1.40487,1.125,1.30968,0,0,0.8,1.5052,4,1.27643,0.866985,1.30968,1.40487,-0.033241,-0.537888,12,-10.4948,1.5052,-0.000634871,-0.00155537,1.31297,1.41263,-0.000477438,0.0948711,1.31233,1.27813,0.831944,1.41108,1.45172,0.907435,0.139382,-0.503642,-15.8655,1.5052,1.5052,1.27643,0.866985,0,0,0,0
15189,14294,0.00200867,0.00181161,2,1.31139,1.35502,0,1.31139,0,0,0.8,1.45039,4,1.27814,0.831791,1.31139,1.35502,-0.0332441,-0.523228,12,-10.5496,1.45039,-0.000649685,-0.0015531,1.31509,1.37935,-0.000489576,0.0971898,1.31444,1.27977,0.794711,1.37779,1.45342,0.87224,0.13898,-0.505552,-15.9656,1.45039,1.45039,1.27814,0.831791,0,0,0,0
15190,14294,0.00200889,0.00178749,2,1.3152,1.27612,0.9375,1.3152,0,0,0.8,1.40223,4,1.27978,0.794546,1.3152,1.27612,-0.0354291,-0.481577,12,-10.5978,1.40223,-0.000707006,-0.00362326,1.31713,1.34586,-0.000544681,0.0969558,1.31643,1.28133,0.755926,1.34224,1.45506,0.834995,0.138629,-0.507243,-16.0276,1.40223,1.40223,1.27978,0.794546,0,0,0,0
15191,14294,0.00200961,0.0018459,2,1.31698,1.2292,0.375,1.31698,0,0,0.8,1.28223,4,1.28133,0.755738,1.31698,1.2292,-0.0356447,-0.473463,11.5027,-10.584,1.28223,-0.000506382,-0.010076,1.31905,1.31018,-0.000350676,0.087669,1.31854,1.28281,0.716084,1.30011,1.44935,0.794511,0.130809,-0.505595,-16.3643,1.28223,0.918631,1.28133,0.755738,0,0,0,0
15192,14294,0.00201082,0.00184563,2,1.31896,1.1919,0.75,1.31896,0,0,0.8,1.16223,4,1.28281,0.715869,1.31896,1.1919,-0.0361463,-0.476027,10.5686,-10.5221,1.16223,-0.000448604,-0.0139012,1.32108,1.26738,-0.000307348,0.0768371,1.32063,1.2842,0.675691,1.25348,1.43719,0.751493,0.116558,-0.501983,-16.682,1.16223,0.0465405,1.28281,0.715869,0,0,0,0
15193,14294,0.00200902,0.00187422,2,1.32043,1.13833,1.21875,1.32043,0,0,0.8,1.04223,4,1.28421,0.675511,1.32043,1.13833,-0.0362185,-0.462816,10.274,-10.4469,1.04223,-0.000432811,-0.0146482,1.32307,1.22011,-0.000295768,0.073942,1.32263,1.28552,0.635331,1.20546,1.43428,0.710142,0.111645,-0.495322,-16.9933,1.04223,-0.172897,1.28421,0.675511,0,0,0,0
15194,14294,0.00201044,0.00185821,2,1.32228,1.10551,0.9375,1.32228,0,0,0.8,1.16223,4,1.28553,0.63512,1.32228,1.10551,-0.0367545,-0.470385,11.5458,-10.3418,1.16223,-0.000492096,-0.0157162,1.32498,1.17148,-0.00033346,0.0833649,1.32449,1.28676,0.595463,1.15576,1.45418,0.674039,0.12969,-0.481723,-16.2884,1.16223,1.20399,1.28553,0.63512,0,0,0,0
15195,14294,0.0020087,0.00188654,2,1.32388,1.06218,1.875,1.32388,0,0,0.8,1.28223,4,1.28676,0.595289,1.32388,1.06218,-0.0371166,-0.466888,12,-10.2704,1.28223,-0.000521397,-0.0141402,1.32673,1.12318,-0.00035545,0.0880243,1.32621,1.28792,0.556687,1.10904,1.46205,0.635739,0.135834,-0.473306,-15.5955,1.28223,1.72965,1.28676,0.595289,0,0,0,0
15196,14294,0.00200884,0.00181634,2,1.32513,1.01665,0,1.32513,0,0,0.8,1.40223,4,1.28792,0.556519,1.32513,1.01665,-0.0372063,-0.460127,12,-10.2192,1.40223,-0.000551934,-0.0129285,1.32837,1.07785,-0.000386864,0.0879556,1.32781,1.289,0.519511,1.06493,1.4632,0.596968,0.135387,-0.467957,-14.9129,1.40223,1.78083,1.28792,0.556519,0,0,0,0
15197,14294,0.00200878,0.00193293,2,1.32684,0.987192,1.40625,1.32684,0,0,0.8,1.52223,4,1.289,0.519349,1.32684,0.987192,-0.0378355,-0.467844,12,-10.1664,1.52223,-0.000611868,-0.0124992,1.32988,1.0351,-0.000448244,0.0865461,1.32927,1.29,0.484482,1.0226,1.46428,0.559798,0.13501,-0.462802,-14.2371,1.52223,1.83359,1.289,0.519349,0,0,0,0
15198,14294,0.00200901,0.00182912,2,1.32812,0.945626,1.125,1.32812,0,0,0.8,1.64223,4,1.29001,0.484327,1.32812,0.945626,-0.0381059,-0.461299,12,-10.1285,1.64223,-0.000610414,-0.0106756,1.33126,0.994126,-0.000448822,0.0859607,1.33065,1.29095,0.452153,0.98345,1.46529,0.524776,0.13464,-0.458674,-13.5744,1.64223,1.87146,1.29001,0.484327,0,0,0,0
15199,14294,0.00200882,0.00193321,2,1.32909,0.904595,0.375,1.32909,0,0,0.8,1.76223,4,1.29095,0.452012,1.32909,0.904595,-0.0381406,-0.452583,12,-10.0778,1.76223,-0.000622131,-0.0100659,1.33256,0.956302,-0.000463174,0.0835802,1.33194,1.29182,0.423091,0.946236,1.46623,0.492462,0.134289,-0.453774,-12.9193,1.76223,1.92219,1.29095,0.452012,0,0,0,0
15200,14294,0.00200901,0.00187834,2,1.33032,0.86817,0.84375,1.33032,0,0,0.8,1.88223,4,1.29183,0.422963,1.33032,0.86817,-0.0384926,-0.445207,12,-9.99157,1.88223,-0.000667452,-0.010238,1.33378,0.920397,-0.000511749,0.0798246,1.33311,1.29265,0.39786,0.910159,1.46711,0.463412,0.133994,-0.446747,-12.2685,1.88223,2.00843,1.29183,0.422963,0,0,0,0
15201,14294,0.00200937,0.00195374,2,1.33158,0.838091,1.125,1.33158,0,0,0.8,2.00223,4,1.29265,0.397745,1.33158,0.838091,-0.0389309,-0.440346,12,-9.86346,2.00223,-0.000682986,-0.0103676,1.33489,0.885622,-0.000531171,0.075506,1.3342,1.29343,0.377035,0.875255,1.46793,0.438194,0.13373,-0.43706,-11.6223,2.00223,2.13654,1.29265,0.397745,0,0,0,0
15202,14294,0.00200937,0.00184891,2,1.33249,0.795816,0.84375,1.33249,0,0,0.8,2.12223,4,1.29343,0.376941,1.33249,0.795816,-0.0390642,-0.418875,12,-9.69614,2.12223,-0.000668996,-0.00982926,1.33591,0.85201,-0.000521723,0.0712391,1.33524,1.29417,0.361204,0.842181,1.46871,0.41739,0.133473,-0.42479,-10.9834,2.12223,2.30386,1.29343,0.376941,0,0,0,0
15203,14294,0.00200969,0.00197191,2,1.33329,0.750397,0.75,1.33329,0,0,0.8,2.24223,4,1.29417,0.36113,1.33329,0.750397,-0.0391223,-0.389267,12,-9.45758,2.24223,-0.00067752,-0.0107103,1.33688,0.820214,-0.000535458,0.0649234,1.3362,1.29488,0.350953,0.809504,1.46945,0.40158,0.13325,-0.407924,-10.346,2.24223,2.54242,1.29417,0.36113,0,0,0,0
15204,14294,0.00200917,0.0018593,2,1.33526,0.673182,1.6875,1.33526,0,0,0.8,2.36223,4,1.29488,0.35091,1.33526,0.673182,-0.0403734,-0.322272,12,-9.11982,2.36223,-0.000702277,-0.0127435,1.33778,0.788812,-0.000566111,0.056817,1.33708,1.29558,0.346884,0.776068,1.47017,0.391359,0.133089,-0.384709,-9.70495,2.36223,2.88018,1.29488,0.35091,0,0,0,0
15205,14294,0.00200853,0.0019637,2,1.33607,0.637206,2.34375,1.33607,0,0,0.8,2.24223,4,1.29558,0.34687,1.33607,0.637206,-0.0404886,-0.290335,4.97109,-8.61606,2.24223,-0.000578399,-0.0192325,1.33859,0.756658,4.94504e-05,-0.0123626,1.33801,1.29566,0.346496,0.737426,1.3682,0.363627,0.0301847,-0.373799,-10.0507,2.24223,-3.64497,1.29558,0.34687,0,0,0,0
15206,14294,0.00201011,0.00184053,2,1.33668,0.593203,2.0625,1.33668,0,0,0.8,2.36223,4,1.29628,0.34361,1.33668,0.593203,-0.0404009,-0.249593,12,-8.04484,2.36223,-0.00053146,-0.0221437,1.33945,0.717324,-0.000392585,0.0521339,1.33891,1.29696,0.334915,0.695181,1.47156,0.384059,0.132646,-0.311121,-9.37271,2.36223,3.95516,1.29628,0.34361,0,0,0,0
15207,14294,0.0020094,0.00196772,2,1.33721,0.551777,1.21875,1.33721,0,0,0.8,2.48223,4,1.29696,0.334871,1.33721,0.551777,-0.0402456,-0.216906,12,-7.54559,2.48223,-0.000544998,-0.0238191,1.34027,0.676435,-0.000400227,0.0561976,1.33972,1.29762,0.320504,0.652616,1.47224,0.375321,0.132521,-0.277296,-8.69301,2.48223,4.45441,1.29696,0.334871,0,0,0,0
15208,14294,0.00200987,1.9252e-05,2,1.33817,0.472998,2.0625,1.33817,0,0,0.8,2.60223,4,1.29762,0.32043,1.33817,0.472998,-0.0405448,-0.152568,12,-7.13526,2.60223,-0.000586828,-0.0245145,1.34099,0.63523,-0.000436602,0.0607535,1.34041,1.29824,0.300927,0.610716,1.4729,0.36088,0.132497,-0.249836,-8.01557,2.60223,4.86474,1.29762,0.32043,0,0,0,0
15209,14294,0.00201131,0.00203022,2,1.33817,0.472998,2.0625,1.33817,0,0,0.8,2.72223,4,1.29825,0.300815,1.33817,0.472998,-0.0399191,-0.172183,12,-6.74632,2.72223,-0.000573362,-0.029472,1.34159,0.594685,-0.000418128,0.0605566,1.34102,1.29883,0.27671,0.565213,1.47353,0.341264,0.132506,-0.223948,-7.3227,2.72223,5.25368,1.29825,0.300815,0,0,0,0
15210,14294,0.00201718,0.000112554,2,1.33906,0.406256,2.34375,1.33906,0,0,0.8,2.84223,4,1.29883,0.276495,1.33906,0.406256,-0.0402308,-0.129761,12,-6.48932,2.84223,-0.00064363,-0.0262628,1.34212,0.550567,-0.000483832,0.0680406,1.34148,1.29936,0.248314,0.524304,1.47411,0.316944,0.132632,-0.20736,-6.64849,2.84223,5.51068,1.29883,0.276495,0,0,0,0
15211,14294,0.00200829,0.00212007,2,1.33906,0.406256,2.34375,1.33906,0,0,0.8,2.96223,4,1.29936,0.248201,1.33906,0.406256,-0.0397033,-0.158055,12,-6.28755,2.96223,-0.000624089,-0.0278875,1.3425,0.511007,-0.000460219,0.0701666,1.34188,1.29982,0.216501,0.48312,1.47464,0.28865,0.132762,-0.19447,-5.97287,2.96223,5.71245,1.29936,0.248201,0,0,0,0
15212,14294,0.00201079,6.8593e-05,2,1.3398,0.336947,2.0625,1.3398,0,0,0.8,3.08223,4,1.29983,0.216325,1.3398,0.336947,-0.0399704,-0.120622,12,-6.2209,3.08223,-0.000664059,-0.0235518,1.34282,0.471174,-0.000496587,0.0777519,1.34216,1.30022,0.18164,0.447622,1.47511,0.256775,0.132951,-0.190848,-5.32066,3.08223,5.7791,1.29983,0.216325,0,0,0,0
15213,14294,0.00201003,0.00207812,2,1.3398,0.336947,2.0625,1.3398,0,0,0.8,3.20223,4,1.30023,0.181469,1.3398,0.336947,-0.0395701,-0.155479,12,-6.19001,3.20223,-0.000626965,-0.0256103,1.34303,0.436981,-0.000456379,0.078429,1.3424,1.30055,0.144337,0.411371,1.47551,0.221918,0.133104,-0.189453,-4.66515,3.20223,5.80999,1.30023,0.181469,0,0,0,0
15214,14294,0.00200976,4.926e-06,2,1.34026,0.276857,2.4375,1.34026,0,0,0.8,3.32223,4,1.30055,0.144154,1.34026,0.276857,-0.0397058,-0.132703,12,-6.26756,3.32223,-0.000639292,-0.0221081,1.34321,0.40204,-0.000466087,0.0841508,1.34257,1.3008,0.105113,0.379932,1.47583,0.184604,0.133267,-0.195329,-4.02952,3.32223,5.73244,1.30055,0.144154,0,0,0,0
15215,14294,0.00200978,0.00201456,2,1.34026,0.276857,2.4375,1.34026,0,0,0.8,3.44223,4,1.3008,0.10492,1.34026,0.276857,-0.0394551,-0.171936,12,-6.36862,3.44223,-0.000608119,-0.0239385,1.34331,0.371873,-0.000432799,0.0840194,1.3427,1.30097,0.0645076,0.347935,1.47609,0.14537,0.133382,-0.202565,-3.39143,3.44223,5.63138,1.3008,0.10492,0,0,0,0
15216,14294,0.00201766,5.7894e-05,2,1.3405,0.183653,3.09375,1.3405,0,0,0.8,3.56223,4,1.30098,0.0641456,1.3405,0.183653,-0.0395236,-0.119507,12,-6.5593,3.56223,-0.000609486,-0.020854,1.34339,0.341152,-0.000432556,0.0882824,1.34278,1.30106,0.0228952,0.320298,1.47626,0.104595,0.133481,-0.215703,-2.7714,3.56223,5.4407,1.30098,0.0641456,0,0,0,0
15217,14294,0.00200875,3.2395e-05,2,1.3405,0.158361,3.28125,1.3405,0,0,0.8,3.68223,4,1.30106,0.0227206,1.3405,0.158361,-0.0394361,-0.135641,12,-6.68185,3.68223,-0.00058932,-0.0275076,1.34341,0.314755,-0.000411313,0.0822705,1.34282,1.30107,-0.0188243,0.287248,1.47634,0.06317,0.133528,-0.224078,-2.1285,3.68223,5.31815,1.30106,0.0227206,0,0,0,0
15218,14294,0.00200993,0.00010409,2,1.34042,0.132202,3,1.34042,0,0,0.8,3.80223,4,1.30107,-0.0190307,1.34042,0.132202,-0.0393524,-0.151233,12,-6.79485,3.80223,-0.000584261,-0.0298646,1.34338,0.282991,-0.000405705,0.080022,1.3428,1.30099,-0.0603332,0.253126,1.47635,0.0214188,0.13355,-0.231707,-1.48085,3.80223,5.20515,1.30107,-0.0190307,0,0,0,0
15219,14294,0.00201071,3.5383e-05,2,1.34034,0.106307,3,1.34034,0,0,0.8,3.92223,4,1.30099,-0.0605594,1.34034,0.106307,-0.0393524,-0.166867,12,-6.92204,3.92223,-0.00058943,-0.0300478,1.3433,0.250164,-0.000410866,0.0794083,1.34271,1.30082,-0.101082,0.220117,1.47627,-0.02011,0.133559,-0.240227,-0.837592,3.92223,5.07796,1.30099,-0.0605594,0,0,0,0
15220,14294,0.00201616,0.00205141,2,1.34034,0.106307,3,1.34034,0,0,0.8,4.04223,4,1.30082,-0.101411,1.34034,0.106307,-0.0395155,-0.207718,12,-7.07153,4.04223,-0.000590861,-0.0292501,1.34315,0.218441,-0.00041284,0.0792289,1.34255,1.30058,-0.140611,0.189191,1.4761,-0.0609612,0.13355,-0.250152,-0.202826,4.04223,4.92847,1.30082,-0.101411,0,0,0,0
15221,14294,0.0020176,0.00193958,2,1.34024,0.0796765,3.1875,1.34024,0,0,0.8,4.16223,4,1.30058,-0.140955,1.34024,0.0796765,-0.0396641,-0.220631,12,-7.28705,4.16223,-0.000572329,-0.0249856,1.34293,0.188786,-0.000395413,0.0819641,1.34236,1.30026,-0.178291,0.1638,1.47586,-0.100506,0.1335,-0.264306,0.408855,4.16223,4.71295,1.30058,-0.140955,0,0,0,0
15222,14294,0.00200878,3.3896e-05,2,1.33999,0.0283531,3.65625,1.33999,0,0,0.8,4.28223,4,1.30026,-0.178449,1.33999,0.0283531,-0.0397294,-0.206802,12,-7.52308,4.28223,-0.000550699,-0.0230082,1.34269,0.164618,-0.000375452,0.0818649,1.34214,1.29987,-0.213391,0.14161,1.47554,-0.138,0.133401,-0.279609,1.0072,4.28223,4.47692,1.30026,-0.178449,0,0,0,0
15223,14294,0.00201677,0.000114021,2,1.33986,0.00605849,4.21875,1.33986,0,0,0.8,4.294,4,1.29986,-0.213689,1.33986,0.00605849,-0.0399972,-0.219748,12,-7.70599,4.29401,-0.000544164,-0.0256612,1.34243,0.143624,-0.000371172,0.0765679,1.34188,1.2994,-0.245687,0.117963,1.47514,-0.17324,0.133262,-0.291203,1.15708,4.29401,4.29401,1.29986,-0.213689,0,0,0,0
15224,14294,0.0020168,0.00014336,2,1.33972,-0.0128484,3.5625,1.33972,0,0,0.8,4.17401,4,1.2994,-0.24595,1.33972,-0.0128484,-0.0403172,-0.233102,12,-7.83402,4.17401,-0.000524756,-0.0268186,1.34212,0.120277,-0.000354609,0.0722005,1.3416,1.29888,-0.274462,0.0934583,1.47468,-0.205501,0.133083,-0.298959,0.757001,4.17401,4.16598,1.2994,-0.24595,0,0,0,0
15225,14294,0.00201671,0.000160416,2,1.33959,-0.0281453,4.21875,1.33959,0,0,0.8,4.09882,4,1.29887,-0.274666,1.33959,-0.0281453,-0.0407152,-0.24652,12,-7.90118,4.09882,-0.000497512,-0.0266977,1.34179,0.0949723,-0.000330813,0.0685378,1.34129,1.2983,-0.299148,0.0682747,1.47415,-0.234216,0.132864,-0.302491,0.548176,4.09882,4.09882,1.29887,-0.274666,0,0,0,0
15226,14294,0.00201638,0.00012246,2,1.33944,-0.0416152,4.3125,1.33944,0,0,0.8,4.07699,4,1.29829,-0.299313,1.33944,-0.0416152,-0.0411511,-0.257698,12,-7.92301,4.07699,-0.000461419,-0.0254013,1.34143,0.069371,-0.000298775,0.0654761,1.34097,1.29767,-0.319224,0.0439697,1.47357,-0.258863,0.132607,-0.302833,0.559879,4.07699,4.07699,1.29829,-0.299313,0,0,0,0
15227,14294.1,0.00201706,0.000189049,2,1.33933,-0.0512439,3.9375,1.33933,0,0,0.8,4.09147,4,1.29767,-0.319352,1.33933,-0.0512439,-0.0416641,-0.268108,12,-7.90853,4.09147,-0.000421008,-0.0233988,1.34106,0.0450895,-0.00026304,0.0625397,1.34064,1.29701,-0.334149,0.0216907,1.47295,-0.278902,0.132313,-0.300593,0.715713,4.09147,4.09147,1.29767,-0.319352,0,0,0,0
15228,14294.1,0.00201687,0.000174825,2,1.33912,-0.061916,3.1875,1.33912,0,0,0.8,3.97147,4,1.29701,-0.334228,1.33912,-0.061916,-0.0421165,-0.272312,11.6504,-7.86254,3.97147,-0.000373441,-0.0208162,1.34068,0.0231221,-0.000226649,0.0566623,1.34031,1.29633,-0.343372,0.00230591,1.46718,-0.294957,0.126875,-0.297263,0.294304,3.97147,3.78791,1.29701,-0.334228,0,0,0,0
15229,14294.1,0.002017,0.000207391,2,1.33901,-0.0643565,3.84375,1.33901,0,0,0.8,4.09147,4,1.29632,-0.3434,1.33901,-0.0643565,-0.042689,-0.279043,11.8808,-7.75552,4.09147,-0.000334716,-0.0184358,1.34031,0.00289451,-0.000220059,0.0550147,1.33998,1.29566,-0.346496,-0.0155413,1.46986,-0.303352,0.129883,-0.287811,0.874847,4.09147,4.12525,1.29632,-0.3434,0,0,0,0
15230,14294.1,0.00201696,0.000229307,2,1.33889,-0.0659047,4.5,1.33889,0,0,0.8,3.97147,4,1.29563,-0.346668,1.33889,-0.0659047,-0.0432582,-0.280763,10.0991,-7.62576,3.97147,-0.00028823,-0.0153198,1.33995,-0.0137916,-0.000174857,0.0437142,1.33966,1.29493,-0.350286,-0.0291114,1.44314,-0.312626,0.103477,-0.283515,0.428964,3.97147,2.47332,1.29563,-0.346668,0,0,0,0
15231,14294.1,0.00201725,0.000232517,2,1.33877,-0.0660683,3.65625,1.33877,0,0,0.8,3.85147,4,1.29492,-0.350368,1.33877,-0.0660683,-0.0438483,-0.284299,8.30649,-7.5365,3.85147,-0.000241484,-0.0122591,1.33961,-0.0282535,-0.00015185,0.0379625,1.33937,1.29422,-0.360199,-0.0405126,1.41626,-0.322368,0.0768897,-0.281856,-0.0261041,3.85147,0.769995,1.29492,-0.350368,0,0,0,0
15232,14294.1,0.00200858,0.000204709,2,1.33866,-0.0655153,4.125,1.33866,0,0,0.8,3.73147,4,1.29421,-0.360261,1.33866,-0.0655153,-0.0444491,-0.294746,6.58128,-7.57264,3.73147,-0.00019484,-0.00932399,1.33928,-0.0405648,-0.00012833,0.0320825,1.33909,1.29348,-0.375685,-0.0498888,1.39034,-0.338077,0.0512533,-0.288188,-0.48977,3.73147,-0.991363,1.29421,-0.360261,0,0,0,0
15233,14294.1,0.00200889,0.000115072,2,1.33861,-0.0627524,4.125,1.33861,0,0,0.8,3.61147,4,1.29347,-0.375775,1.33861,-0.0627524,-0.0451395,-0.313022,4.982,-7.72299,3.61147,-0.000150999,-0.0066153,1.33899,-0.0508683,-0.000105988,0.026497,1.33884,1.2927,-0.396206,-0.0574836,1.36624,-0.358981,0.0274074,-0.301498,-0.961016,3.61147,-2.74099,1.29347,-0.375775,0,0,0,0
15234,14294.1,0.00200867,0.000274275,2,1.33855,-0.0598564,3.84375,1.33855,0,0,0.8,3.49147,4,1.2927,-0.396312,1.33855,-0.0598564,-0.0458504,-0.336456,3.36727,-7.97864,3.49147,-0.000103491,-0.00396625,1.33872,-0.0594057,-8.0736e-05,0.020184,1.33862,1.29188,-0.421171,-0.0633719,1.34188,-0.384962,0.00326897,-0.32159,-1.43956,3.49147,-4.61137,1.2927,-0.396312,0,0,0,0
15235,14294.1,0.00200866,0.000251966,2,1.33849,-0.0570908,3.65625,1.33849,0,0,0.8,3.37147,4,1.29188,-0.421294,1.33849,-0.0570908,-0.046607,-0.364203,1.90127,-8.32785,3.37147,-5.99368e-05,-0.00154369,1.33848,-0.066251,-5.74358e-05,0.014359,1.33842,1.29101,-0.450006,-0.0677947,1.31965,-0.414885,-0.0187726,-0.34709,-1.92438,3.37147,-6.42658,1.29188,-0.421294,0,0,0,0
15236,14294.1,0.00200864,0.000304219,2,1.33847,-0.0527609,3.1875,1.33847,0,0,0.8,3.25147,4,1.291,-0.450143,1.33847,-0.0527609,-0.0474657,-0.397382,0.625577,-8.75745,3.25147,-2.20918e-05,0.000566144,1.33828,-0.0716435,-3.71481e-05,0.00928703,1.33826,1.29007,-0.482142,-0.0710773,1.30014,-0.448034,-0.0381157,-0.376957,-2.4141,3.25147,-8.13187,1.291,-0.450143,0,0,0,0
15237,14294.1,0.00200925,0.000299292,2,1.33842,-0.0496481,3,1.33842,0,0,0.8,3.13147,4,1.29007,-0.482302,1.33842,-0.0496481,-0.0483542,-0.432654,-0.584949,-9.258,3.13147,1.55063e-05,0.00257262,1.33811,-0.0759055,-1.65153e-05,0.00412882,1.33812,1.28907,-0.517029,-0.0733329,1.28152,-0.484273,-0.0565976,-0.410941,-2.90826,3.13147,-9.84295,1.29007,-0.482302,0,0,0,0
15238,14294.1,0.00200907,0.000303952,2,1.33837,-0.0458728,3.84375,1.33837,0,0,0.8,3.01147,4,1.28906,-0.517196,1.33837,-0.0458728,-0.04931,-0.471323,-1.56331,-9.81577,3.01147,4.53532e-05,0.00424691,1.33796,-0.0791494,-2.38818e-07,5.97044e-05,1.33801,1.28799,-0.554098,-0.0749025,1.26623,-0.522465,-0.071779,-0.447563,-3.4054,3.01147,-11.3791,1.28906,-0.517196,0,0,0,0
15239,14294.1,0.00200847,0.000256007,2,1.33836,-0.0406042,3.09375,1.33836,0,0,0.8,2.89147,4,1.28799,-0.554261,1.33836,-0.0406042,-0.0503699,-0.513656,-2.34149,-10.4196,2.89147,6.84046e-05,0.00575217,1.33784,-0.0817133,1.20964e-05,-0.00302411,1.33791,1.28684,-0.592791,-0.0759611,1.25379,-0.562153,-0.0841265,-0.486192,-3.90476,2.89147,-12.7611,1.28799,-0.554261,0,0,0,0
15240,14294.1,0.00201272,0.000330439,2,1.33834,-0.0363893,2.4375,1.33834,0,0,0.8,2.77147,4,1.28683,-0.593042,1.33834,-0.0363893,-0.0515084,-0.556653,-3.03853,-11.0636,2.77147,8.98113e-05,0.0072957,1.33775,-0.0837706,2.36423e-05,-0.00591057,1.33784,1.28561,-0.632662,-0.0764749,1.24245,-0.603285,-0.0953849,-0.52681,-4.40648,2.77147,-14.1022,1.28683,-0.593042,0,0,0,0
15241,14294.1,0.00201073,0.000317596,2,1.33826,-0.0281633,2.90625,1.33826,0,0,0.8,2.65147,4,1.2856,-0.63288,1.33826,-0.0281633,-0.0526612,-0.604717,-3.61015,-11.7349,2.65147,0.000108234,0.00865856,1.33766,-0.0852879,3.37956e-05,-0.0084489,1.33777,1.28429,-0.673055,-0.0766293,1.23287,-0.645049,-0.104905,-0.56842,-4.90977,2.65147,-15.3451,1.2856,-0.63288,0,0,0,0
15242,14294.1,0.00200965,0.000330507,2,1.3382,-0.0253164,3.375,1.3382,0,0,0.8,2.53147,4,1.28429,-0.673249,1.3382,-0.0253164,-0.0539097,-0.647933,-3.93304,-12.4306,2.53147,0.000115254,0.0103875,1.3376,-0.0864489,3.62095e-05,-0.00905238,1.33772,1.2829,-0.713453,-0.0760614,1.22684,-0.686507,-0.110876,-0.610445,-5.41612,2.53147,-16.3636,1.28429,-0.673249,0,0,0,0
15243,14294.1,0.00200923,0.000345461,2,1.33815,-0.0231578,3,1.33815,0,0,0.8,2.41147,4,1.28289,-0.713635,1.33815,-0.0231578,-0.0552552,-0.690477,-4.07311,-13.1339,2.41147,0.000117968,0.0115369,1.33754,-0.0868936,3.68707e-05,-0.00921767,1.33766,1.28143,-0.753347,-0.0753567,1.2234,-0.727365,-0.114259,-0.652008,-5.92305,2.41147,-17.207,1.28289,-0.713635,0,0,0,0
15244,14294.1,0.00200981,0.000317013,2,1.33809,-0.021936,2.625,1.33809,0,0,0.8,2.29147,4,1.28142,-0.753539,1.33809,-0.021936,-0.056666,-0.731603,-4.12338,-13.8315,2.29147,0.000120312,0.0122933,1.33748,-0.0872028,3.81507e-05,-0.00953767,1.33761,1.27987,-0.792247,-0.0749095,1.22119,-0.767438,-0.116414,-0.692529,-6.42891,2.29147,-17.9549,1.28142,-0.753539,0,0,0,0
15245,14294.1,0.002007,0.000327663,2,1.33802,-0.021726,2.90625,1.33802,0,0,0.8,2.17147,4,1.27987,-0.792378,1.33802,-0.021726,-0.0581537,-0.770651,-4.05287,-14.51,2.17147,0.000120259,0.0127683,1.33743,-0.0877673,3.85425e-05,-0.00963562,1.33755,1.27825,-0.829578,-0.074999,1.22067,-0.806039,-0.116881,-0.73104,-6.9325,2.17147,-18.5628,1.27987,-0.792378,0,0,0,0
15246,14294.1,0.00200729,0.000403601,2,1.33797,-0.0224239,2.625,1.33797,0,0,0.8,2.05147,4,1.27824,-0.829707,1.33797,-0.0224239,-0.0597341,-0.807283,-3.89479,-15.1596,2.05147,0.000119155,0.0130433,1.33737,-0.088864,3.88321e-05,-0.00970802,1.33749,1.27655,-0.864901,-0.0758207,1.22135,-0.842835,-0.116141,-0.767015,-7.43301,2.05147,-19.0544,1.27824,-0.829707,0,0,0,0
15247,14294.1,0.00200811,0.000339179,2,1.33788,-0.0245463,2.25,1.33788,0,0,0.8,1.93147,4,1.27654,-0.865035,1.33788,-0.0245463,-0.0613404,-0.840489,-3.7136,-15.7712,1.93147,0.000119934,0.0131962,1.33731,-0.0906867,4.08678e-05,-0.010217,1.33743,1.27477,-0.89773,-0.0774905,1.22229,-0.877553,-0.115136,-0.800063,-7.92994,1.93147,-19.4847,1.27654,-0.865035,0,0,0,0
15248,14294.1,0.00200864,0.000438184,2,1.33781,-0.0264005,1.96875,1.33781,0,0,0.8,1.81147,4,1.27477,-0.897861,1.33781,-0.0264005,-0.0630475,-0.87146,-3.37819,-16.3344,1.81147,0.000116023,0.0132161,1.33724,-0.0933503,4.02775e-05,-0.0100694,1.33736,1.27294,-0.92757,-0.0801342,1.22542,-0.909248,-0.111937,-0.829114,-8.42274,1.81147,-19.7126,1.27477,-0.897861,0,0,0,0
15249,14294.1,0.00200899,0.000353822,2,1.33773,-0.0290952,1.96875,1.33773,0,0,0.8,1.69147,4,1.27293,-0.927691,1.33773,-0.0290952,-0.064802,-0.898596,-3.05467,-16.8431,1.69147,0.0001149,0.0133248,1.33717,-0.0969797,4.17466e-05,-0.0104366,1.33728,1.27105,-0.953936,-0.0836549,1.22831,-0.937988,-0.108966,-0.854333,-8.91182,1.69147,-19.8978,1.27293,-0.927691,0,0,0,0
