cycle,t_rel,q_h,q_k,dq_h,dq_k,qdd_h,qdd_k,d_k_total,d_h_total,d_k_from_hip_acc,d_h_from_knee_acc,d_k_other_after_row2,d_h_other_after_row2,method,frequency_hz,reference_acceleration_gain
2810,5.62,-0.411271635263,0.58196379936,-1.40738964481,2.14918271193,9.45180880878554,-8.372696578841062,3.1087881425567607,-3.036866701913148,2.9765654692069266,-2.636731235777872,0.13222267334983417,-0.40013546613527584,EID,1.4,3.062499999999999
2815,5.63,-0.424681447497,0.602767721742,-1.29484919578,2.035527161,9.548098347227459,-7.152561687860409,3.036053703753315,-2.6025143422919657,2.988075437147806,-2.238392726483193,0.04797826660550886,-0.3641216158087728,EID,1.4,3.062499999999999
2820,5.64,-0.436970915255,0.622625043232,-1.19058458318,1.96349538763,7.908513242218849,-3.146064259483225,2.4308314009015315,-1.3833492091348507,2.4595738691312006,-0.9784364274594726,-0.028742468229669083,-0.40491278167537814,EID,1.4,3.062499999999999
2825,5.65,-0.448484996193,0.642271782858,-1.13121458987,1.97653071808,6.156786606556517,0.15456156316161795,1.8116053583987628,-0.3870233106980545,1.9025397902551684,0.04776185090544871,-0.0909344318564056,-0.4347851616035032,EID,1.4,3.062499999999999
2830,5.66,-0.459588917969,0.662318571997,-1.09384718432,2.01460716737,6.50694282594676,-1.1233144978586118,1.851135919549165,-0.7245331074907115,1.9971311821589883,-0.34477118841416665,-0.14599526260982332,-0.3797619190765449,EID,1.4,3.062499999999999
2835,5.67,-0.470119381128,0.682296939408,-1.02052514053,1.976395559,9.013803652659265,-6.829152431092723,2.5406474850551284,-2.351959674111906,2.747187730820399,-2.08135926780093,-0.20654024576527075,-0.27060040631097637,EID,1.4,3.062499999999999
2840,5.68,-0.479683562043,0.701446347266,-0.908738300078,1.86459607769,11.524880208454091,-12.72916999396406,3.2178277586644715,-4.03916409018853,3.488112386769061,-3.852601912223335,-0.2702846281045894,-0.18656217796519492,EID,1.4,3.062499999999999
2845,5.69,-0.487925658153,0.719078511034,-0.765964819266,1.6890665703,12.50326340301246,-16.06442465947557,3.427350581347051,-4.9839583637665,3.7592463017761384,-4.829949353601949,-0.3318957204290873,-0.15400901016455126,EID,1.4,3.062499999999999
2850,5.7,-0.494785558478,0.734838971149,-0.638293087272,1.51014754324,12.328848379478329,-17.391803885577445,3.302834744335168,-5.338921073782101,3.6842985831970454,-5.197289839457425,-0.3814638388618774,-0.1416312343246764,EID,1.4,3.062499999999999
2855,5.71,-0.500571776749,0.749112019882,-0.537194193845,1.36544529073,13.00867051080908,-19.922630417252087,3.4457798041536822,-6.035886144800738,3.865531249547153,-5.920016990750641,-0.41975144539347076,-0.11586915405009712,EID,1.4,3.062499999999999
2860,5.72,-0.505186930855,0.7615828857,-0.406493181219,1.15982386218,14.876634150566009,-24.00774471630329,3.94452264134854,-7.179651562950609,4.398327679223439,-7.097971693915019,-0.45380503787489923,-0.08167986903558955,EID,1.4,3.062499999999999
2865,5.73,-0.508294039123,0.771631922733,-0.242557976657,0.893882095996,16.484014069924772,-27.07277565418583,4.3738651218064195,-8.02816308399871,4.8533996543175295,-7.971056045212487,-0.47953453251111,-0.057107038786222475,EID,1.4,3.062499999999999
2870,5.74,-0.509578862185,0.778686747371,-0.0500910765921,0.573914139403,16.633839003182402,-27.482152698404573,4.391708442173066,-8.109420282549479,4.883089301161029,-8.067759089695304,-0.4913808589879629,-0.0416611928541748,EID,1.4,3.062499999999999
2875,5.75,-0.509051690738,0.782700514102,0.114465660084,0.299565637674,15.681589037731085,-25.954513625505115,4.108606177805033,-7.63654169827471,4.595757125320493,-7.606412885941902,-0.4871509475154605,-0.030128812332808508,EID,1.4,3.062499999999999
2880,5.76,-0.50714271088,0.784470192519,0.24165548813,0.0947456744314,15.701724978920204,-26.141215143716344,4.125587258539153,-7.6714336610331415,4.598209424361641,-7.655387035467487,-0.4726221658224876,-0.016046625565654615,EID,1.4,3.062499999999999
2885,5.77,-0.503835844668,0.783945972533,0.394495966172,-0.158629810035,16.915927925858686,-28.18983074608325,4.509272585795273,-8.249376149381172,4.954887037658848,-8.257154296811915,-0.44561445186357496,0.007778147430743232,EID,1.4,3.062499999999999
2890,5.78,-0.498803700651,0.780531542015,0.579935596197,-0.470953087407,17.859638666916716,-29.429066967608676,4.83793352327411,-8.593588677533376,5.238868799524312,-8.632594623614153,-0.40093527625020187,0.039005946080777676,EID,1.4,3.062499999999999
2895,5.79,-0.491772488444,0.773764618274,0.782423093897,-0.805958539744,16.863187324946963,-26.97028642653318,4.624332529795705,-7.867155308942359,4.960632273235937,-7.933830698064572,-0.3362997434402324,0.06667538912221271,EID,1.4,3.062499999999999
2900,5.8,-0.482956681389,0.764153197638,0.941062466275,-1.05194050472,14.66441011314869,-22.444602898446114,4.066025530531282,-6.554541285829839,4.331017142135202,-6.628835333405404,-0.2649916116039206,0.0742940475755649,EID,1.4,3.062499999999999
2905,5.81,-0.472845688881,0.752637642692,1.05187990323,-1.20635488581,13.281320240403211,-19.387482626641297,3.745731313968997,-5.682187838126149,3.9409591846034866,-5.752837544822497,-0.19522787063448943,0.07064970669634807,EID,1.4,3.062499999999999
2910,5.82,-0.46165627557,0.739653167025,1.16856799363,-1.36907715454,13.078966067866673,-18.39252029829616,3.784020868337407,-5.409097083402192,3.9010702784015923,-5.485946970751981,-0.11704941006418546,0.07684988734978937,EID,1.4,3.062499999999999
2915,5.83,-0.449085264144,0.724643935641,1.31986096058,-1.59428544573,12.848626550058505,-17.023580238094947,3.834396254677242,-5.019720592991546,3.8548549652319672,-5.107427829050437,-0.020458710554725368,0.08770723605889064,EID,1.4,3.062499999999999
2920,5.84,-0.435008996915,0.707528765511,1.45963511304,-1.77745319064,10.92220475023591,-12.835248229243522,3.380331568923739,-3.820399203594345,3.2982368576857195,-3.875928876568807,0.0820947112380197,0.055529672974461874,EID,1.4,3.062499999999999
2925,5.85,-0.419822561831,0.689120656711,1.55178028771,-1.87149064477,8.120476761600322,-7.771474486531307,2.644023205938849,-2.3931005130509586,2.4688520434563537,-2.362745591178883,0.1751711624824952,-0.030354921872075558,EID,1.4,3.062499999999999
2930,5.86,-0.403986141229,0.670272173632,1.59994418558,-1.88613467697,6.140971254936993,-5.429631432777889,2.1358229925504726,-1.790795040722899,1.8796016552867894,-1.661877869961013,0.25622133726368324,-0.1289171707618859,EID,1.4,3.062499999999999
2935,5.87,-0.387749271888,0.651248709328,1.64375741921,-1.9227262288,5.406383343314079,-5.995773018128901,2.0029773231194286,-2.052663268913756,1.6656317515654173,-1.8472145388145735,0.33734557155401124,-0.20544873009918252,EID,1.4,3.062499999999999
2940,5.88,-0.370875839484,0.631429047378,1.71743752559,-2.02824211692,4.645344451043865,-6.115651755145734,1.8716462404544054,-2.181333753515448,1.4406141401308643,-1.896585815632962,0.4310321003235411,-0.28474793788248576,EID,1.4,3.062499999999999
2945,5.89,-0.35335586936,0.610540436291,1.76884698772,-2.11750891102,2.8798723733014064,-4.330196025740815,1.418150557413607,-1.7782012038668937,0.8990831799340704,-1.35186768992053,0.5190673774795367,-0.42633351394636376,EID,1.4,3.062499999999999
2950,5.9,-0.335595565037,0.589278466307,1.77491987196,-2.12084060814,0.30953251877694754,-1.7568089310497008,0.6893528055578853,-1.1870808102482684,0.09726610193271457,-0.5520517108799159,0.5920867036251707,-0.6350290993683525,EID,1.4,3.062499999999999
2955,5.91,-0.317974786256,0.568272262812,1.75289160699,-2.09333536026,-2.151123197456279,-0.5937874941313375,-0.024593431314358316,-1.0537770252499148,-0.6801380476777731,-0.1877426023165616,0.6555446163634148,-0.8660344229333532,EID,1.4,3.062499999999999
2960,5.92,-0.300603430535,0.547267836789,1.7259456754,-2.11104469557,-3.7128739961844133,-1.757893609291294,-0.4637893385426666,-1.6294359401557315,-1.180869549226489,-0.5590933158855389,0.7170802106838223,-1.0703426242701926,EID,1.4,3.062499999999999
2965,5.93,-0.283539998696,0.525849826341,1.69114077194,-2.16322862292,-4.889334487606156,-3.3120423785758284,-0.7883625655624122,-2.3295055417557187,-1.5639857673728217,-1.0594462608681887,0.7756232018104094,-1.27005928088753,EID,1.4,3.062499999999999
2970,5.94,-0.266965954815,0.504022543713,1.63114051937,-2.19096584148,-6.602816421351141,-2.2986218610783204,-1.2976726086637522,-2.2583318171147067,-2.1238725264678346,-0.7393783967241672,0.8261999178040824,-1.5189534203905395,EID,1.4,3.062499999999999
2975,5.95,-0.25113066248,0.482078839136,1.55228207375,-2.19763544822,-9.16357857471399,1.4517904131103023,-2.0923914119942495,-1.3676004361751737,-2.963256978575594,0.46947030987973193,0.8708655665813443,-1.8370707460549056,EID,1.4,3.062499999999999
2980,5.96,-0.236133606893,0.460167898401,1.45960851425,-2.17748529522,-11.55400798629316,5.316952006253484,-2.8435520329242214,-0.4299473169916226,-3.7550443997366503,1.7280056304648732,0.9114923668124288,-2.157952947456496,EID,1.4,3.062499999999999
2985,5.97,-0.222266751927,0.438802140499,1.33452130566,-2.10467709089,-12.408625222724147,6.277676324064089,-3.1071937664338716,-0.3300212215146523,-4.0514652776975,2.0496861815918144,0.9442715112636284,-2.3797074031064667,EID,1.4,3.062499999999999
2990,5.98,-0.209766973278,0.418273756075,1.19507810711,-2.02155216349,-11.02245028927884,3.5122002016187572,-2.6407558754640448,-1.2800148208637019,-3.6139730473278453,1.1515585493559137,0.9732171718638005,-2.4315733702196156,EID,1.4,3.062499999999999
2995,5.99,-0.198479394988,0.398278778431,1.0905605504,-1.9949671747,-8.289639879415564,-1.0102369042634862,-1.7223666719123685,-2.6937951845965333,-2.7284199052497486,-0.33250545484548955,1.0060532333373802,-2.361289729751044,EID,1.4,3.062499999999999
3000,6.0,-0.187958202927,0.378058529516,1.03270522276,-2.05130831547,-6.141419732823442,-3.773682949932713,-0.9852285337166533,-3.5660618457227873,-2.028755696564869,-1.246597873906595,1.043527162848216,-2.3194639718161922,EID,1.4,3.062499999999999
3005,6.01,-0.177850606649,0.357097537879,0.993391588465,-2.11654111884,-6.666889671104594,-1.523461573101038,-1.1281973562629353,-2.9880662419950355,-2.2101400009104166,-0.5050426103725587,1.0819426446474814,-2.4830236316224767,EID,1.4,3.062499999999999
3010,6.02,-0.168349481855,0.335973005298,0.915476218275,-2.09833720301,-9.538859621176028,5.219884168434433,-2.0583412780657873,-1.1053686752478153,-3.1727056007069496,1.7361777396815985,1.1143643226411624,-2.8415464149294136,EID,1.4,3.062499999999999
3015,6.03,-0.159881950622,0.315530253609,0.795504363195,-1.99761671598,-12.053535431265306,11.799314063516224,-2.880696294864657,0.7631181950908079,-4.02098804659302,3.9361813036472055,1.140291751728363,-3.1730631085563976,EID,1.4,3.062499999999999
3020,6.04,-0.152812707221,0.296527396555,0.648134175261,-1.82985625925,-12.893743957728205,15.586675690291546,-3.151406891077488,1.859267741489969,-4.312203238917592,5.212831402266793,1.1607963478401038,-3.3535636607768238,EID,1.4,3.062499999999999
3025,6.05,-0.147140652958,0.279337502503,0.518473773968,-1.65255452585,-12.706470505977725,17.499658185594953,-3.0799626190742,2.4359152101215322,-4.258583488323506,5.865024073004415,1.1786208692493059,-3.4291088628828827,EID,1.4,3.062499999999999
3030,6.06,-0.142563493837,0.263646073892,0.415186566353,-1.50602781667,-13.54704037766426,20.76622036074167,-3.3542069604736464,3.3863014972638847,-4.548425539555502,6.972268806739935,1.194218579081856,-3.5859673094760502,EID,1.4,3.062499999999999
3035,6.07,-0.139201055916,0.249824853625,0.278515388725,-1.28994402219,-15.566592701565192,25.558440091020124,-4.029360578317307,4.755052931097097,-5.234124958920005,8.593792601641024,1.2047643806026977,-3.8387396705439265,EID,1.4,3.062499999999999
3040,6.08,-0.137429337975,0.238583244133,0.10483895289,-1.00478938473,-16.944576442910822,28.708609418500078,-4.4943586129341435,5.643338005974133,-5.703773885663805,9.663706687898383,1.2094152727296619,-4.02036868192425,EID,1.4,3.062499999999999
3045,6.09,-0.137563504179,0.230547002037,-0.0913513518696,-0.665714786079,-16.378355529961183,28.42891220623303,-4.309603949220119,5.570845663076623,-5.517302884208503,9.576719654389597,1.2076989349883842,-4.005873991312974,EID,1.4,3.062499999999999
3050,6.1,-0.139464012188,0.225663624601,-0.248307576036,-0.384916198314,-14.64769634655327,25.94880691322256,-3.736646851886199,4.877038852510546,-4.936459905120274,8.74507785266677,1.1998130532340752,-3.868039000156223,EID,1.4,3.062499999999999
3055,6.11,-0.142620262289,0.22298563241,-0.357561403928,-0.193391918633,-14.017564803813091,25.33297929013012,-3.5384986358065538,4.717436294035824,-4.7252027145239275,8.539533377162575,1.1867040787173737,-3.822097083126751,EID,1.4,3.062499999999999
3060,6.12,-0.146951396661,0.222421358695,-0.488528684221,0.0442162573283,-14.67869709718849,26.760082917798677,-3.7785679646171264,5.137727092422695,-4.948306164147986,9.021037928537757,1.16973819953086,-3.8833108361150614,EID,1.4,3.062499999999999
3065,6.13,-0.152813743479,0.224640921736,-0.656084197105,0.349047322669,-14.983791402016678,27.27595296731436,-3.9015834509293823,5.29814894632608,-5.05018172207294,9.193168500004111,1.148598271143558,-3.895019553678031,EID,1.4,3.062499999999999
3070,6.14,-0.160436655995,0.23008355706,-0.826219586119,0.661829335148,-13.22728252682863,23.904380869691387,-3.3339151250321812,4.353950918058626,-4.456002441270123,8.052899701533356,1.1220873162379421,-3.69894878347473,EID,1.4,3.062499999999999
3075,6.15,-0.169435168593,0.238026393807,-0.941751372109,0.868472729615,-10.360659161112752,18.342628180849893,-2.398839297116658,2.7830327008039646,-3.4877230804824313,6.174704395563451,1.0888837833657732,-3.391671694759486,EID,1.4,3.062499999999999
3080,6.16,-0.179275122604,0.247423228382,-1.00591420113,0.975606830704,-8.779884150418946,15.367173382278235,-1.9027760230029,1.9692585310102313,-2.952872393552986,5.1683258309628615,1.0500963705500859,-3.19906729995263,EID,1.4,3.062499999999999
3085,6.17,-0.189734806919,0.257867425857,-1.07821665891,1.10073956027,-8.876528708341503,15.602916730043155,-1.972132703902397,2.0892735308254355,-2.982157234727188,5.241953531408996,1.0100245308247908,-3.15268000058356,EID,1.4,3.062499999999999
3090,6.18,-0.201160667098,0.270018798331,-1.19066104816,1.300997839,-8.903141176509106,15.649220603465452,-2.0166357413250906,2.164193752828277,-2.9871145993982267,5.250508152915098,0.970478858073136,-3.0863144000868212,EID,1.4,3.062499999999999
3095,6.19,-0.213743674975,0.284274067017,-1.29629688608,1.49457468725,-7.167831500098963,12.679162156791662,-1.473189329488683,1.3950298414747246,-2.400884367329536,4.246919338527567,0.927695037840853,-2.8518894970528423,EID,1.4,3.062499999999999
3100,6.2,-0.227071978904,0.299854918613,-1.35058689862,1.58756518634,-4.5785158963889785,8.267470811625074,-0.65254799515521,0.220647216782762,-1.5305883398477673,2.763798294177646,0.8780403446925573,-2.543151077394884,EID,1.4,3.062499999999999
3105,6.21,-0.240667086534,0.315847059769,-1.36204215341,1.60403319459,-3.3344253742054555,6.956781534979093,-0.28958651348050823,-0.03666892069925076,-1.1122955769072032,2.320638929491952,0.8227090634266949,-2.357307850191203,EID,1.4,3.062499999999999
3110,6.22,-0.254380080214,0.332186478988,-1.38333485364,1.66494600834,-3.9299527006128727,9.448874545900864,-0.5395779131567466,0.8183010783917144,-1.3078757016936222,3.144555257626354,0.7682977885368756,-2.3262541792346396,EID,1.4,3.062499999999999
3115,6.23,-0.268560931388,0.349615844254,-1.44604058178,1.80452940392,-4.496026043199578,11.780089263399216,-0.773717660602248,1.6305052989352937,-1.492268242761426,3.9099090921091353,0.718550582159178,-2.2794037931738416,EID,1.4,3.062499999999999
3120,6.24,-0.283427462542,0.368701228898,-1.50949764694,1.9727507047,-3.46722753373491,11.224700706811674,-0.47937886273304464,1.6200848019059295,-1.1472085030230856,3.7139391543976243,0.667829640290041,-2.093854352491695,EID,1.4,3.062499999999999
3125,6.25,-0.298672125132,0.389014824196,-1.52808409128,2.05787428333,-1.4336197067357226,8.90385914231248,0.13650939039901733,1.102131983379929,-0.4726597250288229,2.935573216612175,0.6091691154278402,-1.833441233232246,EID,1.4,3.062499999999999
3130,6.26,-0.31385580796,0.409736355087,-1.51019036741,2.08401226292,0.4224232659486624,7.099130410210584,0.6828758977874099,0.731951653088347,0.1387328927964534,2.3315072287412337,0.5441430049909565,-1.5995555756528868,EID,1.4,3.062499999999999
3135,6.27,-0.328849452166,0.430954693229,-1.49622141096,2.15646708601,1.464300542201208,6.587079488558214,0.9593206987305436,0.7188209334158584,0.478879626264484,2.15421498028904,0.4804410724660596,-1.4353940468731814,EID,1.4,3.062499999999999
3140,6.28,-0.343840242679,0.4531740465,-1.49806815241,2.26079088546,2.3786146470177183,6.211449965123869,1.194286576825995,0.7400027711546691,0.774240612725455,2.0218309985355045,0.42004596410053996,-1.2818282273808355,EID,1.4,3.062499999999999
3145,6.29,-0.358664289284,0.476131036897,-1.46707598039,2.3107198797,4.454518579792174,3.334681966292152,1.7957888270905058,0.01829032662000607,1.4424754102593158,1.0798465987397527,0.35331341683119,-1.0615562721197467,EID,1.4,3.062499999999999
3150,6.3,-0.37297589786,0.499263895291,-1.40408863082,2.31094398871,7.430282640087686,-1.4972487072946556,2.674015873435491,-1.2886997098978918,2.3928470899484098,-0.48217374569976723,0.2811687834870811,-0.8065259641981246,EID,1.4,3.062499999999999
3155,6.31,-0.386534600747,0.522221884955,-1.31959692667,2.27943927072,9.613120861449683,-5.043018846136462,3.284823780949965,-2.2412406539958187,3.0779220036276924,-1.614670084246896,0.20690177732227255,-0.6265705697489228,EID,1.4,3.062499999999999
3160,6.32,-0.399096065465,0.54464341744,-1.21301863785,2.21581905012,9.48991709384362,-4.907714566274503,3.152300126589479,-2.1589538803490367,3.0204096233468176,-1.562006091099697,0.13189050324266116,-0.5969477892493398,EID,1.4,3.062499999999999
3165,6.33,-0.410637377693,0.566465958422,-1.11868118363,2.16430991916,7.252145553041057,-1.7018847105833572,2.3581912247452053,-1.213759616641958,2.29415631369783,-0.5383771637530606,0.06403491104737524,-0.6753824528888974,EID,1.4,3.062499999999999
3170,6.34,-0.42142793358,0.588022239939,-1.05744767444,2.15703640243,4.348125810736116,2.0970742849428063,1.3731238128208219,-0.10671994953352293,1.3668494585650444,0.659223071206279,0.006274354255777492,-0.7659430207398019,EID,1.4,3.062499999999999
3175,6.35,-0.431833803137,0.609874093859,-1.03483481879,2.21385153549,2.6467166297001317,3.595960500913371,0.784403927702777,0.3423275728002366,0.8264651746789382,1.1228765823195235,-0.042061246976161204,-0.7805490095192869,EID,1.4,3.062499999999999
3180,6.36,-0.442131827883,0.632375406658,-1.02300863989,2.26471974268,3.7387075380361825,0.5025765969393952,1.0715007160583605,-0.5118173672715813,1.1590901564412786,0.15581095350298302,-0.08758944038291805,-0.6676283207745644,EID,1.4,3.062499999999999
3185,6.37,-0.452092856977,0.65491458131,-0.972670192571,2.23617919269,6.803144916479769,-6.140143166367963,1.953884644308238,-2.387118316521006,2.0933489821103617,-1.889341268652438,-0.13946433780212364,-0.4977770478685679,EID,1.4,3.062499999999999
3190,6.38,-0.461309949844,0.676709842311,-0.882641733301,2.13215217169,9.393783092090084,-12.175999665479207,2.673010565198121,-4.0901883470815745,2.8686964753226207,-3.7183365829791555,-0.19568591012449987,-0.37185176410241905,EID,1.4,3.062499999999999
3195,6.39,-0.469419075444,0.697058260057,-0.761574060242,1.9636039588,10.311487755743386,-15.37263871807269,2.874474965441567,-4.970758403829182,3.125919675127093,-4.660203742246468,-0.2514447096855261,-0.3105546615827137,EID,1.4,3.062499999999999
3200,6.4,-0.476370694817,0.715607505931,-0.656464503982,1.79186290979,10.15069303293623,-16.75393683024612,2.7585692644001805,-5.318263642987328,3.055950075482993,-5.043911224081005,-0.29738081108281245,-0.27435241890632334,EID,1.4,3.062499999999999
3205,6.41,-0.482471897423,0.732737889828,-0.577474146104,1.65371653097,10.877982426127794,-19.351815093500548,2.919235048601914,-6.010869290181671,3.2533990202618415,-5.787762270534795,-0.3341639716599274,-0.22310701964687585,EID,1.4,3.062499999999999
3210,6.42,-0.487618151328,0.748125326831,-0.468049961753,1.45361613692,12.745372032977526,-23.44966235893607,3.419693707869827,-7.133006496789043,3.788789156640235,-6.9708303721955645,-0.3690954487704081,-0.1621761245934783,EID,1.4,3.062499999999999
3215,6.43,-0.491464642296,0.761141352303,-0.324662427865,1.19243868946,14.255188196071604,-26.45978886430035,3.816728731630203,-7.941525031897201,4.21535611386331,-7.824339547575942,-0.3986273822331068,-0.11718548432125875,EID,1.4,3.062499999999999
3220,6.44,-0.493699516901,0.771214328428,-0.155105495156,0.878933085325,14.1585937215328,-26.7337886215789,3.751947786028666,-7.962603875503445,4.1694480675694745,-7.872614010919286,-0.4175002815408084,-0.08998986458415903,EID,1.4,3.062499999999999
3225,6.45,-0.494384512791,0.778334755749,-0.0175086581081,0.613952014582,12.901767337113876,-25.05271301445142,3.3653341065945583,-7.427631123844024,3.7880493507784654,-7.35565219786867,-0.42271524418390705,-0.07197892597535382,EID,1.4,3.062499999999999
3230,6.46,-0.493961411211,0.783301530613,0.0808330638243,0.418372504169,12.681664668577238,-25.136544826904206,3.2961766133700063,-7.417328597583657,3.7156327419870863,-7.364819321448733,-0.4194561286170799,-0.05250927613492351,EID,1.4,3.062499999999999
3235,6.47,-0.492454815094,0.786077002937,0.201785949451,0.175488120961,13.777637435642571,-27.121305722480336,3.623931186283943,-7.96436833009667,4.031992303212472,-7.936984583671692,-0.40806111692852864,-0.027383746424978206,EID,1.4,3.062499999999999
3240,6.48,-0.489536713586,0.786064352257,0.35617083419,-0.126769271053,14.67345940173247,-28.254082930648117,3.9100285985648027,-8.270866234041788,4.294175542765613,-8.268533587228621,-0.3841469442008103,-0.0023326468131674716,EID,1.4,3.062499999999999
3245,6.49,-0.484925656698,0.78279837465,0.528329950553,-0.451988007012,13.852074919784178,-26.041549888073668,3.7145774219051346,-7.615597355600683,4.0594187200275105,-7.631604342768288,-0.34484129812237585,0.016006987167604514,EID,1.4,3.062499999999999
3250,6.5,-0.478829693583,0.776783087619,0.657231359048,-0.688633208808,11.969398740997024,-22.065601364016178,3.2172580814106326,-6.465008225208812,3.5165885635446292,-6.4828353606983695,-0.2993304821339966,0.017827135489557833,EID,1.4,3.062499999999999
3255,6.51,-0.471726443851,0.768941716268,0.741766770963,-0.84020770158,11.146348760464617,-20.12175998959922,3.0314773518697273,-5.918930303696489,3.2854917082180455,-5.931079048510426,-0.25401435634831815,0.012148744813937462,EID,1.4,3.062499999999999
3260,6.52,-0.463727399251,0.759498195094,0.843566927548,-1.02276771942,11.708355460996192,-20.59658785106186,3.2646499686418555,-6.07765699986106,3.464563664154654,-6.094638150684116,-0.19991369551279847,0.016981150823055735,EID,1.4,3.062499999999999
3265,6.53,-0.454493526684,0.747833023605,0.98127603126,-1.27084390387,12.102069453278435,-20.497395074468926,3.4676791002695895,-6.068868789622025,3.597976795201308,-6.093928986668823,-0.1302976949317185,0.025060197046798294,EID,1.4,3.062499999999999
3270,6.54,-0.443810860198,0.733672864116,1.12096817968,-1.50119941876,10.69568947531149,-17.135794367865486,3.1472517770422117,-5.118322374276441,3.19771092619113,-5.1231215159686645,-0.050459149148918137,0.0047991416922235075,EID,1.4,3.062499999999999
3275,6.55,-0.432003286307,0.717747878964,1.21433798425,-1.64152012007,8.431297288893436,-12.605979209179548,2.5605609399915474,-3.845868747354973,2.5362492247295365,-3.7920504876936247,0.024311715262010924,-0.05381825966134812,EID,1.4,3.062499999999999
3280,6.56,-0.419536856456,0.70093244939,1.26311561428,-1.70015922911,7.289304413076572,-10.62058590201788,2.2967249289623837,-3.329340790413151,2.206595241266877,-3.215030266648922,0.09012968769550689,-0.11431052376422901,EID,1.4,3.062499999999999
3285,6.57,-0.406572955643,0.683452421337,1.32393205603,-1.78993373124,7.564523216228263,-11.439750430305796,2.4661529883665114,-3.6307383371579323,2.3045284829029673,-3.4851146530139303,0.16162450546354412,-0.14562368414400195,EID,1.4,3.062499999999999
3290,6.58,-0.392763926023,0.664632078765,1.42399161636,-1.95293115919,7.6430409816811355,-11.440487785360485,2.5923947001242067,-3.6862643754937663,2.3439496612500332,-3.508541630655043,0.24844503887417346,-0.1777227448387233,EID,1.4,3.062499999999999
3295,6.59,-0.37795353814,0.6442013442,1.51269332398,-2.09110826238,6.026587311583459,-8.539010679814965,2.197482323734657,-2.9145552784283466,1.8611094153362155,-2.636987129235596,0.33637290839844125,-0.27756814919275064,EID,1.4,3.062499999999999
3300,6.6,-0.362538139834,0.622920889575,1.55469129339,-2.14124817643,3.5577528084352643,-4.72866131412297,1.5185012696169369,-1.9095191582381195,1.1063680457301983,-1.470489957768356,0.41213322388673856,-0.43902920046976357,EID,1.4,3.062499999999999
3305,6.61,-0.346955344798,0.601588372297,1.55773071926,-2.12668649844,1.7285224554007144,-3.027935454219765,1.0175917878041574,-1.550898932705512,0.5411370966515991,-0.9479357328713864,0.47645469115255823,-0.6029631998341256,EID,1.4,3.062499999999999
3310,6.62,-0.331372968613,0.580222427652,1.56306663711,-2.15304579777,1.0472661741826812,-3.8651293195733203,0.8714844586855026,-1.9480325781613277,0.3299746181019261,-1.2178322976354323,0.5415098405835765,-0.7302002805258954,EID,1.4,3.062499999999999
3315,6.63,-0.315555575214,0.558180182319,1.59327390622,-2.24137679583,0.41040942220287846,-4.681604560433602,0.7445278220697342,-2.3451952847443565,0.1301348341472921,-1.484468435800352,0.6143929879224421,-0.8607268489440045,EID,1.4,3.062499999999999
3320,6.64,-0.299584855465,0.535401668628,1.59447177908,-2.29357087736,-1.4789164174040756,-2.9727421535371086,0.20737053245400094,-2.0263552845235075,-0.4718787294702834,-0.9485145840196414,0.6792492619242844,-1.0778407005038662,EID,1.4,3.062499999999999
3325,6.65,-0.283823271304,0.51246078788,1.55975393995,-2.28862319669,-4.693483652359523,1.20286946029211,-0.7726683092417306,-1.010186370488694,-1.5065206893312293,0.3860986556507435,0.7338523800894987,-1.3962850261394375,EID,1.4,3.062499999999999
3330,6.66,-0.268574536154,0.48975873722,1.49837720489,-2.25500840461,-7.5225874621297795,4.716277815692024,-1.6472128051403507,-0.19410825108173668,-2.4281686728627814,1.522337640104863,0.7809558677224306,-1.7164458911865996,EID,1.4,3.062499999999999
3335,6.67,-0.254081887147,0.467516258025,1.41356849815,-2.20153190208,-8.045641870293924,4.561918496452101,-1.7887517049710624,-0.42033971160508177,-2.6105155534051985,1.480175153249769,0.8217638484341361,-1.9005148648548507,EID,1.4,3.062499999999999
3340,6.68,-0.240486115814,0.445820500841,1.3266670547,-2.15222143412,-6.289505985939522,1.3339075902230952,-1.189484737866559,-1.4864366055219236,-2.050495576461182,0.43487860879297235,0.8610108385946231,-1.921315214314896,EID,1.4,3.062499999999999
3345,6.69,-0.227578830922,0.424380397637,1.27167007952,-2.14557130646,-3.741766279365393,-2.177733773115367,-0.3202281425685065,-2.5772227073129494,-1.2253316735150175,-0.713151482335288,0.905103530946511,-1.8640712249776614,EID,1.4,3.062499999999999
3350,6.7,-0.214989809929,0.402647749837,1.25603080207,-2.20154644072,-2.2737046494619957,-3.2643652909966967,0.20723749454056062,-2.9434794572298046,-0.7477450598804053,-1.0735400574412384,0.9549825544209659,-1.8699393997885663,EID,1.4,3.062499999999999
3355,6.71,-0.202449947778,0.380288091162,1.24778486781,-2.24798084977,-3.65512374293205,0.569594286025275,-0.201324716195332,-1.9023712273169693,-1.2069610814497813,0.18808614531260837,1.0056363652544493,-2.0904573726295776,EID,1.4,3.062499999999999
3360,6.72,-0.190245214152,0.357976061549,1.19642138812,-2.20876174748,-7.13547277020486,7.788104746208909,-1.3161896960722799,0.09381502758277094,-2.3651414108841395,2.581464415991761,1.0489517148118597,-2.48764938840899,EID,1.4,3.062499999999999
