method,direction,t_rel,row2,row3
EID,knee_to_hip,3.1599999999999966,2.8505299234469335,-0.0529148910366674
EID,knee_to_hip,3.1699999999999964,2.984003620353686,0.004411679258846768
EID,knee_to_hip,3.179999999999996,2.9822203867771555,-0.051143656885037345
EID,knee_to_hip,3.189999999999996,2.328426003462795,-0.5935392924365297
EID,knee_to_hip,3.1999999999999957,1.013599692135063,-1.6874867704203715
EID,knee_to_hip,3.2099999999999955,-0.4740076222213526,-3.093345350366511
EID,knee_to_hip,3.2199999999999953,-1.2667547976177702,-3.9761561803943053
EID,knee_to_hip,3.229999999999995,-0.6563219021286436,-3.4104323648358252
EID,knee_to_hip,3.239999999999995,0.7854290818616299,-1.913698305669166
EID,knee_to_hip,3.2499999999999947,1.926235899664264,-0.7038687065880247
EID,knee_to_hip,3.2599999999999945,2.392144712669081,-0.3070757854633063
EID,knee_to_hip,3.2699999999999942,2.737253085130783,-0.265823883166328
EID,knee_to_hip,3.279999999999994,3.515175802304924,0.23042798860455366
EID,knee_to_hip,3.289999999999994,4.774229534171164,1.4870427628724046
EID,knee_to_hip,3.2999999999999936,5.7945672927679075,2.6366296796778133
EID,knee_to_hip,3.3099999999999934,5.930544673456922,2.812971733433822
EID,knee_to_hip,3.319999999999993,5.37148065866368,2.300602779685034
EID,knee_to_hip,3.329999999999993,4.824465926197308,1.788820199879161
EID,knee_to_hip,3.3399999999999928,4.406786028793118,1.5203162551986502
EID,knee_to_hip,3.3499999999999925,3.6876588440018496,1.0646467854668107
EID,knee_to_hip,3.3599999999999923,2.4313505580101546,-0.023600097920904055
EID,knee_to_hip,3.369999999999992,0.8724562810025566,-1.4743134565480223
EID,knee_to_hip,3.379999999999992,-0.33471745799742736,-2.4495439417456386
EID,knee_to_hip,3.3899999999999917,-1.1359576273353287,-3.0034920848310955
EID,knee_to_hip,3.3999999999999915,-1.7446966824433994,-3.4492611091622436
EID,knee_to_hip,3.4099999999999913,-2.2167585959922382,-3.8440008147809492
EID,knee_to_hip,3.419999999999991,-2.385804768948034,-4.002071403264402
EID,knee_to_hip,3.429999999999991,-2.0236043929883403,-3.5994387873853455
EID,knee_to_hip,3.4399999999999906,-1.2677053876056945,-2.7515098757622733
