candidate,scan,group,repeat,joint,signal,freq_hz,amp
O4,ko,o4,r01,Hip,delta_tau_est,32.14016736401673,0.008885588272675597
O4,ko,o4,r01,Hip,delta_tau_est,32.55648535564853,0.0031317801145548736
O4,ko,o4,r01,Hip,delta_tau_est,32.97280334728033,0.00229084865006904
O4,ko,o4,r01,Hip,delta_tau_est,33.38912133891213,0.002945438880696166
O4,ko,o4,r01,Hip,delta_tau_est,33.80543933054393,0.0052271750080588
O4,ko,o4,r01,Hip,delta_tau_est,34.22175732217573,0.009290685414515715
O4,ko,o4,r01,Hip,delta_tau_est,34.63807531380753,0.013947873587509941
O4,ko,o4,r01,Hip,delta_tau_est,35.05439330543933,0.01755859569196136
O4,ko,o4,r01,Hip,delta_tau_est,35.470711297071134,0.017850317489543046
O4,ko,o4,r01,Hip,delta_tau_est,35.88702928870293,0.009592982514543153
O4,ko,o4,r01,Hip,delta_tau_est,36.30334728033473,0.014161552603986178
O4,ko,o4,r01,Hip,delta_tau_est,36.71966527196653,0.02937040746999768
O4,ko,o4,r01,Hip,delta_tau_est,37.13598326359833,0.024239509392407085
O4,ko,o4,r01,Hip,delta_tau_est,37.55230125523013,0.015251201935749827
O4,ko,o4,r01,Hip,delta_tau_est,37.96861924686193,0.015484988359969696
O4,ko,o4,r01,Hip,delta_tau_est,38.38493723849373,0.016190413537686462
O4,ko,o4,r01,Hip,delta_tau_est,38.80125523012552,0.017782201955017785
O4,ko,o4,r01,Hip,delta_tau_est,39.21757322175732,0.018972232029913917
O4,ko,o4,r01,Hip,delta_tau_est,39.63389121338912,0.019909919646202093
O4,ko,o4,r01,Hip,delta_tau_est,40.05020920502092,0.018697604836059492
O4,ko,o4,r01,Hip,delta_tau_est,40.46652719665272,0.01843679218377754
O4,ko,o4,r01,Hip,delta_tau_est,40.88284518828452,0.02532123656232927
O4,ko,o4,r01,Hip,delta_tau_est,41.29916317991632,0.03143486754646605
O4,ko,o4,r01,Hip,delta_tau_est,41.71548117154812,0.03646170015530803
O4,ko,o4,r01,Hip,delta_tau_est,42.13179916317992,0.03668150367692477
O4,ko,o4,r01,Hip,delta_tau_est,42.54811715481171,0.03465845817145081
O4,ko,o4,r01,Hip,delta_tau_est,42.96443514644351,0.02316620652814716
O4,ko,o4,r01,Hip,delta_tau_est,43.38075313807531,0.014564018379194153
O4,ko,o4,r01,Hip,delta_tau_est,43.79707112970711,0.018330663201798422
O4,ko,o4,r01,Hip,delta_tau_est,44.21338912133891,0.022153627532495432
O4,ko,o4,r01,Hip,delta_tau_est,44.62970711297071,0.02603697404704623
O4,ko,o4,r01,Hip,delta_tau_est,45.04602510460251,0.02031387204001712
O4,ko,o4,r01,Hip,delta_tau_est,45.46234309623431,0.011530685808991739
O4,ko,o4,r01,Hip,delta_tau_est,45.87866108786611,0.011766115338731504
O4,ko,o4,r01,Hip,delta_tau_est,46.29497907949791,0.012700453001643096
O4,ko,o4,r01,Hip,delta_tau_est,46.71129707112971,0.01540266677213383
O4,ko,o4,r01,Hip,delta_tau_est,47.12761506276151,0.019457343682286986
O4,ko,o4,r01,Hip,delta_tau_est,47.54393305439331,0.024617513602833867
O4,ko,o4,r01,Hip,delta_tau_est,47.96025104602511,0.016728122485790566
